Test 4: Motion data
2.17, 9.32, 0.10, 38.91, -17.33, -109.75, -0.02, -0.02, 0.00
2.53, 9.65, -1.21, 37.34, -16.14, -110.16, 0.20, -0.10, 0.03
0.81, 8.19, 4.04, 43.17, -20.83, -110.67, -0.02, 0.52, -0.30
0.75, 10.89, 1.01, 43.23, -18.42, -102.62, -1.08, -0.70, -0.23
1.66, 9.40, -0.24, 45.31, -17.82, -98.83, -0.75, 0.06, -0.21
0.00, 15.09, 4.42, 46.39, -17.11, -101.75, 1.17, -0.35, -0.08
3.03, 6.42, -2.12, 41.61, -18.36, -114.75, 1.74, 0.70, 0.54
-0.58, 8.68, 4.70, 36.09, -17.74, -118.63, -0.30, 0.22, -0.21
1.83, 8.58, 0.68, 39.17, -19.85, -105.16, -1.47, 0.43, -0.43
1.91, 9.49, -0.85, 38.10, -16.37, -91.32, -1.28, -0.40, -0.06
1.45, 13.63, -4.64, 37.50, -14.43, -104.21, 2.20, -0.42, 0.92
0.13, 6.71, 0.76, 32.51, -12.53, -120.01, -0.22, -1.31, 0.66
0.45, 8.56, -5.92, 35.53, -15.73, -116.92, -2.35, -2.14, -0.19
-0.08, 9.30, 0.70, 37.69, -18.37, -98.36, -1.58, 0.83, -0.33
-0.20, 14.44, -0.71, 42.20, -17.41, -99.81, 0.74, -2.66, -0.50
4.91, 5.07, -2.55, 41.89, -16.11, -114.51, 1.40, -0.65, 0.23
-3.64, 19.60, -2.44, 39.62, -19.04, -119.13, -2.61, 1.81, 0.34
1.14, 11.12, 0.14, 38.22, -19.31, -99.85, -1.90, 0.44, -0.43
3.16, 10.00, -0.12, 38.85, -15.84, -89.58, -0.33, -0.26, -0.40
4.15, 9.05, -3.38, 44.52, -20.24, -105.55, 2.06, -0.36, 0.45
1.20, 9.43, 8.93, 43.61, -16.14, -118.25, 0.99, 0.81, -0.41
2.94, 8.27, -0.62, 41.06, -16.79, -106.53, -1.79, 0.41, 0.05
1.62, 10.76, -1.22, 38.73, -14.37, -93.47, -1.48, -0.75, -0.11
3.24, 12.46, -2.21, 40.28, -17.80, -109.57, 2.72, 0.10, 0.77
1.47, 9.33, 3.47, 35.49, -14.16, -118.40, 1.71, 0.93, 0.41
0.25, 6.91, -4.47, 38.03, -15.68, -110.74, -1.64, 0.50, -0.26
3.17, 10.30, -1.69, 41.63, -17.36, -96.76, -1.35, 0.74, -0.17
3.80, 13.37, 2.61, 45.07, -14.69, -96.64, 0.82, -3.47, -0.42
5.69, 4.08, -3.44, 42.55, -16.47, -117.14, 2.23, 0.39, 0.43
5.64, 19.60, 5.50, 43.13, -15.83, -117.83, -0.86, 2.11, -0.20
3.17, 8.30, 1.38, 42.01, -14.82, -98.86, -1.65, 0.52, -0.06
2.52, 9.84, 1.38, 40.91, -11.58, -90.37, -0.23, -0.53, -0.32
3.85, 9.60, -3.66, 47.02, -17.10, -111.47, 2.70, 0.41, 1.00
-0.45, 7.51, 8.73, 42.25, -15.00, -120.42, 0.23, 0.17, 0.08
0.24, 10.43, -0.67, 37.61, -15.95, -106.46, -1.22, 0.87, -0.11
