Josh bad walking 2: Motion data
2035, -1.42, 8.66, -4.79, -12.93, -11.75, -71.08, -0.42, -0.16, -0.09
2279, -0.65, 8.55, -5.14, -12.63, -10.71, -69.13, 0.13, 0.12, 0.03
2527, -0.65, 8.63, -3.99, -14.00, -10.74, -70.89, -0.17, -0.05, 0.02
2772, -1.24, 8.89, -4.62, -12.25, -11.03, -69.50, -0.25, -0.15, -0.19
3020, -0.29, 9.13, -4.08, -8.86, -8.71, -65.73, -0.45, -0.29, -0.33
3266, 0.06, 9.79, -2.19, -3.33, -11.81, -65.36, 0.47, -0.05, -0.09
3514, -0.15, 9.72, -1.74, -6.97, -15.02, -70.64, 0.82, 0.51, 0.50
3768, -0.66, 8.65, -1.39, -15.32, -16.68, -83.46, 0.41, 0.35, 0.22
4016, -3.31, 9.00, -3.25, -15.38, -15.43, -79.63, -0.93, -0.77, 0.20
4263, -1.98, 9.38, -1.37, -10.26, -13.04, -70.39, -0.49, 0.23, -0.34
4511, 0.56, 10.20, -3.77, -2.53, -12.64, -65.21, 0.81, -1.14, 0.08
4757, -0.35, 9.59, -2.08, -5.96, -14.56, -69.94, 1.29, 0.30, 0.58
5005, 1.04, 9.10, -1.43, -16.28, -16.21, -83.57, 0.46, 0.46, 0.24
5251, -1.70, 9.68, -6.47, -19.34, -14.53, -82.08, -0.88, -1.02, 0.25
5498, -0.65, 8.65, -4.42, -14.24, -12.22, -71.82, -0.89, -0.32, -0.60
5752, -2.39, 13.15, -3.14, -7.04, -10.89, -65.45, -0.18, -0.31, -0.34
6000, 0.53, 9.10, -3.95, -8.67, -15.24, -71.43, 1.23, 0.98, 0.13
6250, 1.12, 6.80, -3.36, -18.80, -15.32, -87.23, 0.03, 0.91, -0.05
6500, -1.00, 9.16, -4.42, -18.18, -13.93, -79.52, -0.72, 0.06, -0.41
6746, -1.55, 10.72, -2.50, -11.36, -9.30, -67.57, -0.88, -0.84, -0.25
6993, 5.96, 10.08, -3.45, -4.62, -12.85, -66.84, 0.52, 0.36, -0.82
7241, -0.55, 8.93, -6.17, -10.55, -16.68, -80.28, 1.55, 2.21, 0.62
7497, 4.39, 9.85, 2.45, -15.51, -16.87, -88.32, -0.21, 0.24, -0.48
7743, -2.47, 9.13, -3.93, -11.27, -13.88, -75.84, -1.06, -0.62, -0.38
7991, -3.01, 10.07, -3.04, -5.12, -11.28, -68.74, -0.47, -0.07, -0.36
