706, 0.15, 8.37, -5.28, 28.92, -22.11, -86.14, 0.01, 0.02, -0.05
1130, 1.53, 9.26, -3.11, 30.93, -21.56, -90.92, -0.26, 0.12, -0.26
1501, 0.38, 9.20, 0.24, 30.97, -24.79, -108.02, 1.50, 1.74, -0.00
1939, -3.84, 9.94, -2.33, 27.97, -23.08, -98.90, -1.17, 0.09, -0.23
2187, -0.71, 9.01, -2.94, 29.79, -21.98, -83.21, -2.45, 0.09, -0.39
2433, -9.52, 9.69, -9.86, 33.88, -24.19, -91.74, 0.11, -2.87, 1.42
2680, 2.39, 1.82, -5.26, 26.22, -24.55, -104.66, -0.55, -0.39, -0.07
2934, 2.16, 9.02, -15.79, 27.48, -27.21, -103.52, -2.23, -1.93, -0.09
3182, -2.59, 9.55, -3.14, 27.08, -23.75, -84.04, -2.75, -0.37, -0.16
3428, 0.03, 16.01, 9.13, 33.75, -25.43, -83.22, 2.98, -0.37, -0.80
3858, 2.56, 9.83, 5.56, 28.47, -24.28, -108.26, 0.59, -2.34, -0.67
4177, -1.10, 8.23, -1.40, 26.26, -26.67, -92.66, -3.35, -1.03, -0.37
4423, -4.01, 18.69, 0.04, 30.78, -22.98, -81.26, 1.20, 0.02, 0.06
4669, -0.36, 5.38, -7.97, 26.83, -26.70, -106.28, 1.78, 0.59, 0.69
4917, 0.30, 5.31, -2.80, 25.91, -24.39, -110.29, -0.48, -0.82, 0.56
5171, 0.05, 8.70, -2.14, 27.54, -26.85, -97.30, -2.94, -0.95, -0.19
5416, -3.52, 14.01, 1.58, 32.87, -23.24, -82.94, 1.52, -0.98, -0.44
5664, 1.15, 5.07, -7.59, 27.08, -26.92, -104.36, 1.76, 1.22, 0.41
5910, -3.26, 8.94, -0.85, 25.23, -24.04, -110.35, 0.14, -0.37, 0.41
6158, 0.94, 8.21, -1.46, 26.63, -25.55, -97.85, -2.34, -0.66, -0.65
6404, -1.39, 12.37, -1.89, 31.19, -21.48, -79.76, -0.74, -1.02, -0.07
