3.25, 8.93, -1.99, 50.70, -19.67, -84.76, -0.01, -0.01, -0.04
3.27, 8.90, -1.87, 50.32, -20.30, -84.38, 0.02, 0.02, -0.03
3.34, 8.91, -1.96, 50.51, -19.86, -84.38, 0.02, -0.02, -0.02
3.25, 8.90, -1.90, 50.31, -19.57, -84.45, -0.01, 0.01, -0.02
4.69, 9.24, -0.57, 50.37, -20.20, -83.38, 0.06, 0.20, 0.03
2.49, 9.16, -0.98, 51.51, -21.85, -85.75, 0.65, 0.60, -0.12
4.56, 7.84, 0.03, 50.54, -21.75, -85.75, 0.07, 0.21, 0.11
-0.19, 9.24, -3.56, 53.79, -31.85, -77.36, -0.70, 0.55, 0.67
1.94, 9.20, -3.45, 46.99, -31.72, -68.55, -0.74, 0.30, 0.50
-7.73, 12.88, -10.87, 41.98, -21.35, -69.61, -0.78, -2.23, 1.23
2.55, 6.54, -1.85, 46.24, -24.10, -79.89, 1.24, -0.43, -0.55
6.92, 6.28, -2.16, 47.60, -27.74, -82.48, -1.28, 1.44, -0.06
0.23, 8.82, -3.85, 44.11, -32.45, -72.96, -0.66, 0.30, 0.55
7.54, 13.19, 4.98, 38.00, -29.09, -67.98, 0.17, -0.95, -0.08
-2.87, 6.63, -6.42, 46.71, -26.59, -81.32, 1.67, 0.90, -0.75
1.36, 8.52, 1.95, 48.63, -29.14, -90.41, 0.43, 1.39, 0.09
-3.88, 10.13, -5.19, 47.87, -35.72, -79.19, -0.98, 0.36, 0.98
0.23, 9.84, -1.96, 37.34, -33.63, -69.18, -0.89, -0.30, 1.05
-3.63, 15.93, -11.01, 43.77, -32.64, -73.56, 1.49, -0.52, -0.64
0.84, 7.31, -2.11, 47.25, -24.54, -83.57, 0.93, -0.48, -0.62
-3.61, 8.87, -1.54, 51.10, -27.83, -82.21, -0.37, 0.01, 1.77
3.51, 9.68, -0.84, 41.36, -30.25, -71.53, -0.86, 0.29, 0.89
3.97, 12.40, 1.44, 36.51, -29.49, -67.29, 0.43, -0.67, -0.14
-3.65, 7.49, -7.18, 45.45, -25.58, -78.35, 1.45, 1.04, -1.28
5.82, 10.23, 4.16, 50.73, -26.97, -88.00, 0.68, -0.04, -0.35
4.14, 9.60, -4.07, 48.26, -29.33, -78.06, -0.70, 1.09, 0.49
1.53, 9.71, -1.42, 39.92, -28.21, -69.37, -0.52, 0.37, 0.67
8.26, 12.21, 1.55, 34.92, -28.11, -67.74, 0.66, -0.86, -0.49
-2.78, 6.34, -6.46, 43.26, -23.62, -79.98, 1.61, 0.99, -1.26
1.42, 8.91, 0.47, 51.11, -25.14, -88.37, 0.32, 0.18, 0.01
-0.15, 10.02, -2.24, 47.18, -28.69, -78.31, -0.92, 0.62, 0.77
-0.58, 9.38, -3.97, 39.14, -28.35, -70.43, -0.65, 0.12, 0.72
3.34, 11.25, -2.43, 39.86, -26.15, -70.59, -0.69, -2.04, -0.47
-2.30, 4.08, -5.42, 45.56, -22.07, -81.20, 1.37, 1.07, -0.72
-0.76, 8.70, -2.90, 49.85, -22.32, -84.38, -0.97, 1.37, 0.66
1.13, 9.26, -2.39, 45.48, -26.79, -74.22, -0.67, 0.79, 0.63
3.11, 9.57, -2.39, 39.14, -26.21, -68.59, -0.61, -0.17, 0.73
-6.80, 15.86, -11.44, 45.81, -24.88, -73.02, 0.65, -1.94, 0.33
3.66, 7.77, -2.37, 47.90, -20.17, -81.47, 0.64, -0.29, -0.52
8.33, 6.38, 0.78, 51.20, -24.00, -83.27, -0.38, 2.27, -0.11
1.22, 8.93, -3.18, 44.04, -25.87, -72.55, -0.88, 0.16, 0.65
2.50, 13.79, 2.71, 39.54, -26.98, -68.74, 0.67, -0.91, 0.14
-3.74, 6.57, -7.22, 41.20, -22.77, -82.65, 1.54, 0.44, -0.82
3.35, 10.00, 0.41, 44.84, -24.26, -97.85, 0.16, -0.03, 0.24
-0.84, 9.45, -1.66, 43.50, -27.84, -91.13, -0.87, 0.35, 0.59
1.30, 9.31, -1.88, 37.40, -28.03, -83.16, -0.66, -0.06, 0.71
-3.99, 12.60, -9.91, 40.43, -28.06, -87.23, -1.67, -2.69, 1.02
1.22, 4.04, -3.61, 45.83, -22.38, -102.24, 0.73, 0.57, -1.01
-1.67, 9.87, -6.56, 47.11, -23.18, -102.02, -0.96, 0.94, 0.93
1.46, 9.52, -1.56, 42.41, -31.34, -93.79, -0.87, 0.17, 0.77
2.14, 13.60, 0.90, 36.48, -35.11, -89.61, 0.47, -0.60, 0.18
-3.79, 7.60, -7.10, 40.43, -29.48, -101.86, 1.45, 0.10, -0.94
5.24, 10.93, -0.01, 47.62, -21.89, -110.32, 0.13, -0.55, 0.16
1.37, 8.87, -1.93, 45.62, -27.80, -101.43, -0.64, 0.45, 0.50
1.29, 9.21, -2.38, 39.08, -31.60, -93.42, -0.92, 0.07, 0.79
-9.03, 14.95, -8.15, 39.55, -32.55, -94.53, -0.83, -1.82, 0.67
4.14, 6.78, -3.91, 47.68, -22.71, -98.41, 1.31, 1.22, -1.43
16.13, 9.38, -8.61, 51.39, -22.23, -94.58, -0.94, 2.09, -1.40
1.37, 8.70, -4.74, 48.01, -27.20, -85.47, -0.77, 0.70, 0.44
4.76, 10.03, -0.92, 40.98, -26.50, -76.29, -0.27, 0.09, 0.23
-3.69, 7.67, -5.09, 47.35, -23.11, -84.77, 1.41, 0.40, -1.07
7.26, 6.77, 3.58, 51.45, -21.37, -87.23, 0.97, -0.26, -0.08
0.91, 9.66, -4.86, 45.73, -23.74, -78.11, -0.67, 0.24, 0.93
1.61, 9.03, -2.48, 40.98, -23.71, -70.65, -0.73, 0.18, 0.44
-3.87, 14.25, -4.06, 39.16, -17.76, -70.90, -0.15, -1.38, 0.22
1.14, 7.20, -4.20, 36.82, -20.14, -71.40, 1.33, 1.83, -0.76
0.67, 8.38, -2.07, 33.94, -26.24, -74.86, 0.47, 1.78, -0.13
-2.34, 9.89, -1.53, 28.05, -25.93, -68.82, -0.38, 0.46, 0.20
3.28, 9.06, -1.47, 22.43, -20.02, -63.65, -0.74, 0.47, 0.15
-1.24, 6.53, -4.48, 22.87, -18.34, -64.12, 1.17, 1.68, -0.75
3.73, 8.61, -1.06, 20.49, -26.40, -72.35, 1.33, 0.36, -0.26
3.64, 7.81, -1.28, 16.60, -29.71, -77.80, 0.16, 0.61, 0.44
-0.13, 10.16, -1.96, 14.64, -30.12, -73.72, -0.59, -0.05, 0.23
1.41, 9.26, -1.55, 9.19, -23.65, -66.76, -0.84, 0.40, 0.20
-1.71, 10.08, -6.61, 13.37, -20.32, -65.01, -0.08, -1.91, 0.44
6.14, 7.27, -2.19, 13.05, -27.43, -75.01, 0.73, -0.59, -0.55
1.09, 6.42, -1.34, 14.28, -29.48, -77.30, -0.44, 1.32, 0.43
0.41, 9.12, -2.31, 10.38, -28.79, -71.06, -0.54, 0.20, 0.63
3.12, 9.34, -2.85, 5.55, -22.98, -66.21, -0.58, -0.07, 0.44
0.64, 9.14, -7.77, 15.86, -21.95, -62.95, 0.76, -1.06, -0.84
7.84, 10.39, 0.43, 19.72, -27.13, -71.60, 0.84, -0.51, -1.27
