Jason Thigh Data Day 3 Test 1: Motion data
1744, 0.96, 8.65, -4.51, 35.63, -22.92, -87.56, -0.03, 0.02, -0.18
1986, 1.34, 8.47, -4.72, 37.21, -22.11, -87.11, -0.05, -0.01, -0.14
2232, 2.04, 8.74, -4.58, 38.10, -21.41, -87.93, 0.07, 0.08, -0.09
2482, 0.68, 9.03, -4.10, 37.85, -21.31, -86.38, 0.14, 0.40, -0.04
2729, -0.96, 12.79, -4.04, 33.88, -24.16, -89.29, 1.35, 0.08, 0.92
2977, -2.47, 8.36, -1.14, 29.30, -24.16, -110.25, 0.75, -1.97, 0.04
3223, -0.82, 10.11, 0.30, 29.92, -22.99, -110.01, -0.37, 0.83, -0.63
3479, 3.66, 8.96, -3.17, 35.84, -22.76, -100.66, -1.49, 0.51, -0.42
3725, 1.29, 10.36, -2.87, 37.49, -18.49, -81.25, -1.54, 0.04, -0.19
3973, 6.84, 15.31, -12.84, 34.30, -20.65, -80.69, 1.72, 1.82, -1.86
4218, -1.84, 4.88, -5.40, 35.72, -22.79, -97.52, -0.06, -2.27, 0.37
4466, 11.20, 9.78, -11.40, 35.08, -23.40, -97.82, -0.76, -1.50, -0.62
4784, 0.20, 10.69, -3.41, 37.21, -16.95, -77.27, -1.06, 0.39, -0.20
5029, 1.70, 8.83, -8.23, 34.65, -21.91, -83.66, 2.38, -1.11, -0.07
5277, -3.86, 13.48, -2.74, 34.27, -23.21, -98.86, 0.44, 0.18, -0.87
5531, -1.30, 10.36, -2.77, 33.13, -22.96, -102.22, -1.46, 0.53, -0.47
5777, 1.62, 7.90, -3.41, 35.52, -20.17, -82.94, -1.48, 0.29, -0.29
6025, 11.28, 16.43, -14.62, 33.50, -21.57, -82.87, 2.48, 3.23, -2.24
6270, 1.41, 1.84, -6.02, 34.01, -23.95, -99.72, -0.35, -2.73, 0.22
6518, 13.08, 12.81, -10.45, 31.92, -23.60, -100.18, -0.90, -0.69, -0.99
6766, 3.00, 8.72, -4.56, 34.38, -21.00, -84.39, -1.49, 0.65, -0.30
7012, -3.11, 10.53, -9.68, 32.91, -22.36, -84.77, 0.45, 3.96, -0.44
7268, 2.16, 1.51, -6.64, 34.57, -22.22, -96.59, -0.21, -2.00, -0.12
7514, -2.69, 10.24, -0.62, 35.56, -20.96, -99.94, -1.10, 1.64, -0.34
7761, 1.49, 8.59, -4.58, 36.52, -20.15, -87.18, -1.54, 0.54, -0.35
8007, 1.24, 13.82, -2.01, 36.95, -15.40, -77.59, -0.04, 0.47, 0.06
8255, 2.65, 6.79, -7.00, 35.63, -20.55, -87.05, 1.61, -0.71, -0.33
8501, -1.02, 12.37, 11.25, 36.01, -20.08, -105.57, 0.80, -1.12, -0.02
8749, 3.34, 9.84, -3.17, 37.90, -19.92, -98.80, -1.46, 1.04, -0.10
8994, 1.48, 9.94, -3.85, 39.83, -16.06, -80.43, -1.13, 0.22, -0.34
9248, 7.45, 13.03, -11.55, 37.46, -20.26, -83.19, 2.21, -0.10, -0.86
9494, -2.00, 8.67, -3.18, 37.36, -22.08, -101.32, -0.77, -1.68, -0.22
9742, 6.37, 2.76, -12.66, 38.51, -21.03, -102.50, -3.64, 1.16, -0.25
9988, 2.69, 8.92, -5.14, 41.03, -18.91, -86.16, -1.06, 0.21, -0.18
10235, -11.70, 9.74, 8.55, 40.21, -19.29, -84.49, 5.00, -0.69, 2.32
10481, 2.32, 3.23, -5.99, 46.04, -20.96, -96.78, 0.65, -2.20, 0.39
10909, 3.33, 8.93, -4.19, 40.66, -17.19, -87.97, -1.82, 0.98, -0.12
11540, 3.83, 3.60, -6.26, 35.02, -19.99, -94.53, 0.82, -2.39, 0.10
