Josh Day 2 Test 2: Motion data
-0.83, 9.36, -2.38, 27.68, -28.38, -96.71, -0.00, -0.01, -0.05
-0.98, 9.39, -2.50, 28.53, -28.62, -95.98, -0.00, -0.01, -0.03
-1.47, 9.53, -0.32, 27.93, -27.35, -95.37, -0.15, -0.26, -0.10
-0.67, 8.49, -4.17, 31.04, -29.64, -103.52, 0.88, -0.03, 0.13
-0.22, 9.11, 1.73, 28.62, -27.97, -103.20, -0.20, 0.33, 0.06
-1.95, 6.98, -7.83, 28.78, -28.88, -100.01, -1.46, -1.77, 0.59
-3.14, 8.69, -2.58, 24.22, -28.22, -91.90, -1.24, -1.18, -0.03
-1.72, 10.52, -2.81, 28.69, -26.25, -83.46, -0.70, -0.38, -0.41
-3.53, 10.76, -4.64, 29.63, -29.71, -96.83, 2.23, 2.58, 0.65
-1.30, 13.90, 7.50, 25.04, -29.22, -100.82, 0.77, 0.74, 0.19
-1.06, 7.50, -1.66, 23.17, -29.66, -95.10, -1.45, -0.54, 0.01
-2.88, 10.39, -3.73, 25.33, -27.10, -81.50, -1.01, -0.86, -0.20
-0.10, 12.37, -4.94, 25.49, -29.74, -94.93, 2.45, 2.81, 0.46
-1.92, 7.33, -0.50, 23.43, -28.85, -106.30, -0.22, 1.50, -0.20
-4.10, 6.50, -4.78, 24.39, -29.61, -103.03, -1.28, -1.25, 0.41
0.36, 9.36, -3.13, 24.16, -30.01, -87.02, -0.85, -1.06, -0.04
-5.30, 16.11, -8.43, 27.92, -31.37, -98.07, 2.49, 2.69, 0.77
0.58, 4.58, -5.71, 25.17, -27.80, -109.24, -0.78, 1.26, 0.38
-3.23, 7.28, -6.00, 25.59, -27.59, -103.62, -1.39, -0.98, 0.44
-1.20, 9.30, -2.54, 25.40, -28.87, -88.28, -1.85, -0.42, -0.17
-5.01, 12.70, -12.64, 31.37, -29.00, -94.94, 1.89, -1.14, 1.02
-0.35, 3.45, -5.82, 26.60, -27.83, -106.46, -0.59, 1.27, 0.09
1.63, 6.43, -6.81, 29.04, -27.67, -100.37, -0.99, -0.44, 0.37
-1.01, 10.09, -3.76, 30.23, -26.51, -86.98, -1.57, -0.29, -0.27
-2.47, 13.62, -7.50, 33.12, -27.86, -96.30, 2.65, 0.22, 0.95
0.50, 7.17, -4.99, 30.46, -25.77, -104.25, 0.11, 1.64, 0.02
-5.07, 14.38, -11.37, 31.35, -27.46, -97.82, -1.49, -0.81, 0.48
0.76, 8.92, -4.41, 32.99, -25.18, -86.04, -1.27, -0.71, -0.24
-3.17, 15.47, -8.40, 35.17, -25.72, -96.00, 2.71, 1.91, 0.89
-0.01, 6.70, -1.69, 31.34, -25.84, -105.73, -0.20, 1.53, -0.02
-5.48, 12.63, -8.70, 32.90, -27.04, -100.00, -1.30, -0.73, 0.15
1.63, 9.42, -3.93, 34.62, -24.44, -85.75, -1.35, -0.56, -0.35
-0.47, 14.69, -10.94, 36.04, -24.29, -95.35, 1.97, 2.57, 0.83
-0.10, 3.73, -5.83, 29.61, -24.22, -99.85, -1.21, 1.23, -0.20
0.91, 8.66, -2.65, 29.35, -24.77, -92.17, -1.53, -1.00, -0.05
0.08, 12.47, 0.18, 32.20, -20.77, -82.81, -1.02, -0.68, -0.32
2.48, 7.94, -8.43, 30.39, -24.90, -99.74, 2.76, 1.50, 0.80
3.68, 14.68, 19.60, 30.56, -24.93, -101.33, 1.06, 0.11, -0.18
1.78, 8.98, -5.95, 31.86, -24.55, -91.25, -2.34, -0.86, 0.01
-1.43, 10.99, -0.76, 35.34, -21.95, -83.43, -0.97, -0.47, -0.38
1.75, 6.47, -8.74, 32.14, -24.28, -95.60, 2.31, 1.43, 0.54
2.15, 10.25, 17.88, 33.12, -24.52, -98.26, 2.48, 1.58, 0.38
1.32, 8.66, -4.55, 33.62, -22.43, -85.94, -0.95, 0.31, -0.52
-0.76, 10.48, -1.78, 37.07, -16.56, -78.22, -0.71, 0.33, -0.68
-1.70, 10.00, -13.62, 37.40, -17.28, -81.35, 1.85, 2.86, -0.33
3.48, 8.20, -5.07, 31.86, -19.64, -76.63, 0.67, 1.65, -0.55
-1.86, 7.40, -5.06, 26.13, -16.11, -68.68, -0.99, -1.07, 0.50
1.57, 8.78, -5.69, 28.21, -6.43, -60.98, -0.96, 0.48, -0.52
-6.22, 9.76, -8.30, 23.09, -7.34, -61.01, 2.08, -0.27, 0.02
1.70, 2.93, -7.67, 7.91, -21.21, -71.02, -0.26, 1.68, -0.46
-3.85, 3.35, -13.65, 2.12, -18.52, -68.88, -3.26, 0.41, -0.34
