1542, 1.06, 9.82, -2.04, 10.71, -22.14, -72.22, 0.47, -0.34, 0.13
1785, 0.82, 9.82, -0.50, 11.39, -23.33, -73.43, -0.17, -0.02, -0.10
2031, 0.17, 9.49, -0.99, 12.31, -23.17, -73.12, -0.03, -0.16, -0.02
2279, 0.32, 9.54, -0.46, 12.48, -22.86, -73.05, 0.06, 0.25, -0.05
2525, 0.80, 10.25, -0.39, 10.93, -21.54, -72.24, -0.18, 0.40, -0.20
2770, 2.51, 9.79, -2.55, 4.69, -23.50, -74.41, 0.54, 0.60, 0.47
3018, -0.43, 9.46, 3.44, -3.41, -22.80, -78.98, 0.09, 1.12, -0.06
3272, 2.21, 10.27, -3.51, -6.42, -20.62, -76.24, -0.73, 0.03, 0.04
3518, -1.18, 9.26, -2.38, -4.49, -16.63, -70.33, -0.50, -0.06, -0.24
3766, -0.22, 9.54, -2.25, -0.58, -15.73, -67.70, -0.03, 0.01, -0.52
4012, -1.10, 9.12, -5.13, 5.96, -18.97, -68.44, 0.01, 0.56, 0.13
4259, 1.40, 8.05, -2.37, -7.61, -19.38, -75.81, 0.43, 0.62, 0.58
4505, 1.97, 7.79, -0.80, -14.34, -20.30, -87.09, -0.90, 0.23, -0.39
4751, -2.57, 9.20, -1.17, -14.06, -17.70, -80.18, -0.56, -0.48, -0.03
4999, 0.40, 10.09, -2.60, -11.27, -14.86, -73.36, -0.75, -0.56, -0.45
5255, -1.80, 10.37, -0.43, -1.84, -15.24, -67.55, -0.17, -0.64, -0.43
5500, 2.85, 7.19, -3.23, -0.29, -19.98, -72.71, 0.79, 0.62, 0.13
5748, 0.97, 8.96, -0.45, -10.11, -21.41, -85.84, 0.52, -0.49, 0.46
5994, 3.44, 8.57, -1.64, -14.60, -20.26, -89.23, -0.85, -0.07, 0.11
6242, -0.15, 9.50, -2.80, -15.48, -17.28, -82.33, -0.48, -0.32, -0.15
6488, 0.36, 8.87, -2.74, -12.47, -15.04, -75.58, -0.67, -0.00, -0.42
6735, 0.30, 9.21, -3.80, -6.97, -15.04, -71.53, -0.10, -0.69, -0.28
6989, -1.64, 9.77, -5.29, -0.54, -19.31, -72.73, 0.60, 0.39, 0.10
7235, 0.04, 9.59, -0.88, -10.63, -20.86, -83.34, 1.40, 0.94, 0.76
7481, 1.35, 9.21, 1.70, -20.10, -18.53, -95.53, 0.25, 1.07, 0.35
7729, -2.10, 9.23, -0.29, -21.06, -18.56, -94.93, -0.55, 0.12, 0.06
7974, -1.12, 9.38, -2.60, -20.58, -17.87, -89.45, -0.53, -0.28, -0.26
8222, 0.45, 9.62, -1.65, -16.84, -18.53, -82.61, -0.53, -0.11, -0.53
8468, 0.56, 11.77, -4.32, -11.74, -19.51, -77.23, -0.41, 0.13, -0.55
8716, -1.25, 9.78, -8.15, -8.20, -22.48, -77.73, 0.12, 1.53, 0.08
9052, 0.68, 9.37, -0.70, -20.51, -18.59, -98.54, 0.75, 1.44, 0.43
9297, 0.63, 14.75, -3.26, -19.63, -16.92, -104.41, -0.94, 0.42, -0.34
9545, -2.13, 9.38, -2.70, -17.99, -18.81, -97.40, -0.62, -0.19, -0.26
9791, 0.56, 8.95, -3.24, -14.64, -21.05, -92.93, -0.41, -0.10, -0.35
10039, 1.55, 9.67, -4.02, -9.69, -22.67, -90.38, 0.05, 0.01, -0.31
10285, -2.10, 10.02, -5.44, -7.56, -23.98, -93.58, 0.16, 1.39, -0.14
10532, -0.79, 9.83, -2.47, -8.89, -22.04, -104.24, 0.78, 0.99, 0.30
10784, -0.01, 8.76, -1.61, -9.35, -18.80, -113.42, 0.20, 0.25, 0.09
11032, -0.99, 8.88, -0.72, -11.62, -17.38, -112.67, -0.35, -0.01, 0.06
11278, -3.14, 9.24, -2.23, -12.32, -18.75, -106.21, -0.69, -0.07, -0.31
11526, -1.90, 9.66, -1.94, -9.47, -21.82, -98.64, -0.45, -0.59, -0.25
11773, 0.92, 9.20, -5.36, -6.37, -24.47, -97.38, 0.17, -0.43, -0.18
12019, 1.09, 9.28, -1.15, -8.59, -22.79, -103.76, 0.84, -0.17, 0.44
12265, 0.19, 9.61, -1.45, -13.34, -18.14, -110.00, 0.09, 0.11, 0.21
12521, 1.68, 8.48, 1.77, -15.89, -17.48, -109.00, 0.00, -1.15, -0.07
12767, -1.97, 9.23, -3.46, -20.33, -16.59, -98.87, -0.55, -1.03, 0.15
13015, 0.34, 8.31, -3.85, -19.96, -17.07, -90.85, -0.44, -1.11, 0.06
13260, -2.09, 8.98, -3.40, -18.01, -16.63, -80.99, -0.25, -1.01, -0.12
13508, 0.45, 9.27, -3.44, -15.93, -18.11, -79.06, 0.43, -0.08, -0.03
13754, -0.38, 9.88, -2.05, -20.49, -20.61, -85.09, 1.22, -0.71, 0.65
14000, 0.23, 9.83, 0.48, -26.26, -16.85, -87.18, 0.30, 0.34, 0.20
14247, -1.73, 9.05, -3.36, -24.93, -17.66, -83.65, -0.71, -0.86, -0.24
14501, -1.00, 9.56, -2.42, -21.79, -14.88, -75.23, -0.36, -0.57, -0.05
14747, -1.00, 10.66, -4.28, -18.12, -12.91, -68.72, -0.21, -0.40, 0.03
14997, -2.42, 8.99, -3.84, -12.34, -10.98, -63.12, -0.38, -0.25, -0.45
15247, -0.53, 9.52, -3.49, -7.41, -15.07, -63.07, 0.40, 0.82, -0.11
15493, 1.03, 8.67, -2.39, -16.15, -16.73, -72.24, 0.86, 0.58, 0.38
15740, -1.56, 9.99, 0.54, -20.07, -18.27, -81.73, 0.53, 0.35, 0.21
15986, -1.09, 7.80, -5.17, -18.68, -17.44, -78.41, -0.55, -1.10, -0.23
16242, -1.19, 8.89, -1.82, -16.12, -15.61, -73.12, -0.61, 0.12, -0.20
16488, -0.71, 9.10, -2.99, -12.69, -13.58, -67.71, -0.52, 0.06, -0.34
16736, -0.82, 8.86, -1.82, -8.94, -13.01, -65.55, 0.16, -0.63, -0.02
16982, 0.87, 9.48, -4.31, -6.68, -16.30, -68.08, 0.72, 0.34, 0.25
17229, 0.12, 9.82, -1.85, -15.80, -18.63, -79.10, 1.03, 0.99, 0.23
17475, -1.12, 8.15, 0.06, -20.20, -17.83, -87.01, 0.12, -0.10, 0.13
17721, -2.04, 11.28, -2.10, -19.48, -17.26, -82.11, -0.47, -0.21, 0.17
17977, -0.88, 9.36, -2.01, -17.93, -16.00, -77.38, -0.55, 0.15, -0.27
18223, -7.48, 5.70, -3.61, -13.02, -14.75, -70.72, -0.85, -0.15, -0.86
18470, 1.28, 10.96, -5.78, -11.24, -22.36, -73.78, 0.62, -0.31, 0.27
18716, -1.04, 9.61, -2.47, -17.83, -18.88, -83.15, 1.71, 0.86, 0.31
18962, -0.68, 7.68, -0.42, -20.02, -19.19, -92.94, -0.52, 0.84, -0.19
19210, -1.93, 10.30, -1.09, -18.78, -18.50, -86.03, -0.13, 1.02, -0.13
19458, -0.44, 9.20, -2.64, -18.25, -18.44, -82.91, -0.22, -0.38, -0.11
19703, -0.62, 9.67, -1.78, -17.06, -14.94, -76.32, -0.46, 0.10, -0.16
19959, 0.58, 9.72, -3.70, -14.69, -13.52, -71.00, -0.44, -0.46, -0.25
20205, 1.50, 7.60, -5.44, -8.68, -13.33, -66.46, -0.03, -1.96, 0.12
20453, 0.01, 10.31, -4.68, -3.30, -15.33, -65.29, 0.28, -0.56, 0.40
20699, -0.09, 9.84, -3.25, -13.02, -17.11, -74.39, 0.72, -0.27, 0.64
20944, -0.23, 7.52, 0.39, -17.51, -18.75, -84.24, 0.11, 0.45, 0.04
21192, -1.00, 9.31, -1.96, -16.76, -16.52, -79.06, -0.99, -0.56, -0.25
21438, -0.17, 9.52, -4.17, -13.42, -13.99, -70.87, -0.55, -0.22, -0.24
21692, -1.14, 9.36, -4.02, -9.56, -12.06, -65.90, -0.31, -0.59, -0.07
21940, -0.54, 9.36, -2.93, -7.53, -10.49, -63.75, -0.10, -0.34, -0.02
22185, -0.17, 9.03, -5.00, -8.46, -13.17, -65.32, 0.50, 0.19, 0.15
22433, -0.11, 9.48, -3.48, -14.79, -16.43, -74.82, 1.04, 0.25, 0.34
22679, -0.95, 8.61, -1.85, -17.19, -18.87, -83.41, 0.41, -1.04, 0.11
22927, -4.22, 15.89, -0.52, -15.02, -18.61, -79.61, -0.68, -1.13, 0.12
23173, -1.93, 8.84, -3.39, -10.79, -15.20, -70.83, -0.54, -0.69, -0.20
