1.48, 9.12, -1.31, 56.91, -34.42, -89.54, -0.09, -0.14, 0.11
2.25, 9.20, -1.12, 62.73, -33.41, -91.13, -0.09, -0.14, 0.11
7.76, 8.96, -2.13, 55.13, -23.27, -85.38, -0.09, -0.14, 0.11
0.57, 10.18, 0.05, 51.91, -25.59, -93.04, -0.09, -0.14, 0.11
2.57, 9.87, -0.04, 53.61, -28.62, -94.12, -0.09, -0.14, 0.11
3.30, 9.13, -0.34, 56.85, -28.54, -92.59, -0.09, -0.14, 0.11
2.36, 8.09, -0.49, 54.40, -26.00, -94.99, -0.09, -0.14, 0.11
2.26, 8.82, -0.18, 53.48, -23.87, -88.22, -0.09, -0.14, 0.11
3.26, 9.01, -0.40, 55.06, -24.36, -86.93, -0.09, -0.14, 0.11
3.23, 8.92, -1.06, 57.91, -29.68, -87.68, -0.25, -0.36, 0.06
4.21, 8.33, -0.60, 56.14, -26.72, -89.26, 0.83, -0.54, -0.80
3.60, 8.59, -0.59, 54.52, -21.47, -92.15, -0.10, -0.16, 0.07
3.57, 9.35, 0.23, 53.96, -23.05, -91.16, -0.16, 0.07, 0.12
3.12, 9.06, -0.58, 52.62, -22.80, -89.42, -0.16, 0.02, 0.11
2.88, 8.27, -2.69, 50.28, -20.91, -85.28, -0.36, -0.37, 0.22
3.41, 7.51, -0.16, 51.14, -24.64, -81.29, -0.30, 0.81, 0.35
1.63, 8.65, -4.26, 49.36, -29.20, -76.03, -0.58, 0.39, 0.32
-0.05, 8.97, -4.44, 46.27, -30.28, -72.79, 0.00, 0.16, 0.05
0.06, 8.92, -4.03, 44.86, -29.85, -72.55, -0.02, 0.08, 0.03
0.03, 8.90, -4.29, 43.44, -29.32, -71.54, -0.05, 0.08, 0.00
-0.15, 8.86, -4.46, 43.96, -29.90, -70.97, -0.02, -0.02, -0.02
0.06, 8.89, -4.43, 44.52, -30.50, -71.43, -0.01, -0.09, -0.01
0.08, 8.88, -4.48, 45.15, -30.20, -72.17, 0.03, -0.09, -0.04
0.58, 8.97, -4.21, 45.25, -28.38, -72.87, 0.08, -0.16, -0.09
0.77, 8.97, -3.73, 44.48, -27.13, -74.16, 0.06, -0.10, -0.08
0.87, 8.97, -3.88, 45.29, -27.05, -74.82, 0.03, -0.02, -0.04
0.87, 9.03, -3.85, 45.34, -26.72, -75.09, 0.02, 0.03, 0.04
0.73, 9.05, -3.79, 44.80, -26.89, -74.74, 0.00, 0.03, -0.00
0.60, 9.01, -3.87, 44.45, -27.49, -74.63, 0.01, 0.04, -0.02
0.68, 9.03, -3.83, 44.59, -27.29, -74.90, 0.01, 0.00, -0.03
0.70, 9.03, -3.78, 44.61, -27.33, -74.86, 0.00, -0.03, -0.01
0.64, 9.03, -3.94, 44.78, -27.43, -75.11, -0.02, 0.03, -0.01
0.66, 9.01, -3.92, 45.59, -28.11, -74.45, -0.01, 0.03, -0.01
0.56, 9.00, -3.92, 44.77, -27.95, -73.94, -0.01, 0.02, 0.01
0.49, 9.00, -4.01, 44.99, -28.25, -73.95, -0.00, 0.03, 0.00
0.30, 9.01, -4.03, 44.43, -29.06, -74.07, -0.01, 0.01, 0.01
0.31, 9.00, -3.97, 44.86, -28.40, -73.57, -0.01, 0.04, -0.00
0.27, 8.99, -4.06, 44.10, -28.81, -73.02, -0.01, 0.06, -0.01
0.26, 9.00, -4.08, 44.37, -29.10, -72.52, -0.01, 0.02, -0.01
0.31, 9.00, -4.07, 44.07, -28.12, -72.51, 0.00, -0.01, -0.02
0.24, 8.96, -4.05, 43.47, -27.90, -72.98, 0.01, -0.01, -0.02
0.32, 8.97, -4.11, 43.58, -28.18, -74.17, 0.02, -0.01, -0.03
0.24, 9.05, -4.05, 43.51, -27.87, -73.97, 0.02, -0.04, -0.03
0.38, 9.00, -3.99, 43.69, -28.15, -74.63, 0.02, -0.01, -0.03
0.52, 8.96, -3.94, 44.10, -27.73, -74.86, 0.01, 0.01, -0.04
0.42, 9.02, -3.94, 44.10, -27.39, -74.55, 0.01, 0.01, -0.02
0.47, 9.05, -4.00, 44.36, -27.97, -74.04, 0.00, -0.00, -0.02
0.44, 9.00, -3.83, 44.87, -28.27, -74.67, -0.00, 0.04, -0.04
0.54, 9.03, -3.95, 44.53, -27.81, -75.04, 0.00, 0.01, -0.02
0.43, 9.02, -3.90, 45.07, -28.15, -74.67, 0.01, 0.01, -0.01
0.51, 9.07, -3.96, 45.03, -27.78, -73.98, -0.01, 0.02, -0.01
0.39, 9.04, -3.90, 44.88, -27.99, -74.48, -0.00, 0.02, -0.02
0.43, 8.99, -3.93, 44.74, -28.49, -73.75, 0.00, -0.03, -0.01
0.43, 9.04, -3.90, 44.46, -28.40, -74.14, 0.00, 0.02, -0.03
0.37, 8.93, -3.93, 44.10, -28.12, -74.98, 0.01, -0.00, -0.02
0.45, 9.00, -3.97, 44.97, -28.06, -74.69, 0.01, -0.01, -0.01
0.41, 9.01, -3.86, 44.37, -28.49, -75.15, 0.00, -0.02, -0.00
0.45, 9.01, -4.08, 43.89, -28.35, -74.17, -0.00, 0.05, -0.01
0.29, 9.05, -3.90, 44.53, -29.38, -74.35, -0.00, 0.01, -0.02
0.36, 9.01, -4.00, 43.45, -28.63, -74.03, -0.01, 0.05, -0.03
0.37, 9.04, -3.97, 43.57, -28.95, -73.57, 0.00, 0.06, -0.01
0.23, 9.00, -3.99, 43.86, -29.00, -73.27, 0.02, 0.03, -0.01
0.20, 9.04, -3.94, 43.16, -29.44, -73.63, 0.02, 0.01, -0.02
0.24, 9.04, -3.94, 43.29, -29.10, -73.59, 0.02, 0.01, -0.03
0.42, 9.01, -3.86, 43.74, -28.73, -74.12, 0.02, 0.01, -0.04
