6.83, 5.05, 0.00
7.15, 5.22, 0.00
7.47, 5.39, 0.00
7.86, 5.63, 0.00
8.32, 5.92, 0.00
9.00, 6.28, 0.00
9.71, 6.65, 0.00
10.51, 7.15, 0.00
11.26, 7.60, 0.00
12.12, 8.12, 0.00
12.68, 8.53, 0.00
13.34, 8.94, 0.00
14.01, 9.21, 0.00
14.53, 9.50, 0.00
15.05, 9.71, 0.00
15.50, 9.85, 0.00
15.95, 10.14, 0.00
16.32, 10.29, 0.00
16.51, 10.44, 0.00
16.51, 10.36, 0.00
16.23, 10.14, 0.00
15.59, 9.78, 0.00
14.88, 9.28, 0.00
13.93, 8.80, 0.00
13.01, 8.39, 0.00
12.04, 7.92, 0.00
11.34, 7.60, 0.00
10.73, 7.21, 0.00
10.14, 6.90, 0.00
9.64, 6.71, 0.00
9.14, 6.46, 0.00
8.73, 6.22, 0.00
8.32, 6.04, 0.00
7.99, 5.86, 0.00
7.73, 5.68, 0.00
7.40, 5.57, 0.00
7.21, 5.34, 0.00
6.96, 5.28, 0.00
6.83, 5.16, 0.00
6.77, 5.16, 0.00
6.96, 5.16, 0.00
7.21, 5.28, 0.00
7.47, 5.39, 0.00
7.79, 5.63, 0.00
8.12, 5.86, 0.00
8.66, 6.10, 0.00
9.14, 6.46, 0.00
9.71, 6.83, 0.00
10.22, 7.15, 0.00
10.66, 7.47, 4.01
11.03, 7.79, 4.11
11.26, 7.99, 4.22
11.42, 8.12, 4.27
11.57, 8.32, 4.33
11.88, 8.46, 4.38
12.12, 8.59, 4.49
12.52, 8.80, 4.44
12.76, 9.07, 4.44
12.92, 9.14, 4.38
12.92, 9.00, 4.33
12.52, 8.66, 4.27
11.73, 8.26, 4.22
11.19, 7.79, 4.17
10.51, 7.47, 4.11
9.92, 7.15, 4.11
9.42, 6.83, 4.06
9.00, 6.65, 4.06
8.59, 6.40, 4.01
8.19, 6.16, 4.01
7.92, 5.98, 0.00
7.60, 5.80, 0.00
7.34, 5.63, 0.00
7.09, 5.45, 0.00
6.83, 5.34, 0.00
6.65, 5.16, 0.00
6.40, 5.05, 0.00
6.28, 4.99, 0.00
6.16, 4.88, 0.00
6.10, 4.88, 0.00
6.22, 4.94, 0.00
6.34, 5.05, 0.00
6.59, 5.16, 0.00
6.90, 5.28, 0.00
7.28, 5.51, 0.00
7.66, 5.74, 0.00
8.26, 6.04, 0.00
8.80, 6.34, 0.00
9.35, 6.65, 0.00
9.92, 6.96, 0.00
10.36, 7.34, 0.00
10.81, 7.60, 4.01
11.26, 7.86, 4.01
11.65, 8.19, 4.06
11.96, 8.39, 4.06
12.28, 8.59, 4.06
12.68, 8.87, 4.06
13.09, 9.07, 4.11
13.42, 9.21, 4.06
13.93, 9.57, 4.01
14.35, 9.78, 4.01
14.88, 10.14, 0.00
15.23, 10.29, 0.00
15.32, 10.29, 0.00
15.23, 10.00, 0.00
14.70, 9.50, 0.00
13.93, 9.07, 0.00
13.09, 8.66, 0.00
12.28, 8.26, 0.00
11.57, 7.86, 0.00
10.81, 7.47, 0.00
10.29, 7.09, 0.00
9.78, 6.90, 0.00
9.21, 6.65, 0.00
8.87, 6.40, 0.00
8.46, 6.16, 0.00
8.12, 5.92, 0.00
7.79, 5.74, 0.00
7.47, 5.57, 0.00
7.21, 5.51, 0.00
7.02, 5.34, 0.00
6.90, 5.28, 0.00
7.02, 5.34, 0.00
7.28, 5.34, 0.00
7.66, 5.51, 0.00
8.06, 5.63, 0.00
8.53, 5.80, 0.00
9.00, 5.98, 0.00
9.64, 6.28, 0.00
10.36, 6.65, 0.00
11.19, 7.02, 0.00
11.88, 7.47, 0.00
12.68, 7.79, 0.00
13.34, 8.19, 0.00
13.93, 8.46, 0.00
14.44, 8.73, 0.00
14.88, 8.87, 0.00
15.32, 9.14, 0.00
15.77, 9.28, 0.00
16.42, 9.57, 0.00
16.88, 9.85, 0.00
17.36, 10.00, 0.00
17.65, 10.14, 0.00
17.65, 10.07, 0.00
17.07, 9.71, 0.00
16.05, 9.21, 0.00
14.97, 8.80, 0.00
13.93, 8.39, 0.00
12.92, 7.92, 0.00
12.12, 7.66, 0.00
11.49, 7.34, 0.00
10.81, 7.02, 0.00
10.22, 6.77, 0.00
9.64, 6.46, 0.00
9.21, 6.22, 0.00
8.80, 6.04, 0.00
8.46, 5.86, 0.00
8.06, 5.68, 0.00
7.73, 5.51, 0.00
7.47, 5.39, 0.00
7.21, 5.22, 0.00
6.96, 5.11, 0.00
6.77, 4.99, 0.00
6.59, 4.94, 0.00
6.46, 4.88, 0.00
6.59, 4.94, 0.00
6.83, 4.99, 0.00
7.34, 5.22, 0.00
7.92, 5.45, 0.00
8.53, 5.80, 0.00
9.21, 6.16, 0.00
10.00, 6.52, 0.00
10.73, 7.02, 0.00
11.42, 7.34, 0.00
12.12, 7.79, 0.00
12.76, 8.19, 0.00
13.25, 8.46, 0.00
13.76, 8.73, 0.00
14.27, 9.00, 0.00
14.88, 9.28, 0.00
15.32, 9.50, 0.00
15.77, 9.71, 0.00
16.14, 9.85, 0.00
16.42, 10.00, 0.00
16.23, 9.85, 0.00
15.68, 9.50, 0.00
14.88, 9.07, 0.00
13.84, 8.66, 0.00
13.01, 8.26, 0.00
12.20, 7.92, 0.00
11.42, 7.47, 0.00
10.73, 7.21, 0.00
10.14, 6.90, 0.00
9.64, 6.65, 0.00
9.14, 6.40, 0.00
8.73, 6.16, 0.00
